N,avg_throughput,avg_cycle_time_hrs,max_cycle_time_hrs,avg_energy_per_PCB,RFO_OFF,RFO_setup,RFO_ON_empty,RFO_ON_occupied
2,40.354900683638114,0.7419064670138894,1.6193055555555556,2427.2947265625,0.0,3.9409082698865348,45.79663818630644,50.26245354380703
